clean_comment,sentiment,rate
chất lượng tốt cửa hàng phục vụ rất tốt,POSITIVE,5
chuẩn bị và giao hàng rất lâu,NEGATIVE,2
vải mỏng rồi màu đen lên dáng áo ổn hơn trắng,NEUTRAL,3
chưa sài bị hư rồi nhưng vẫn cho cửa hàng sao,POSITIVE,5
chất người được nữa,POSITIVE,5
lần sau là bom hàng luôn,NEGATIVE,1
chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt,POSITIVE,5
hang toàn bị lỗi đường mai,NEGATIVE,2
áo xinh khoác lên hay sơ vin đều đẹp giá cả lại hợp lí nữa,POSITIVE,4
kiểu cọ và form áo ở ngoài nhìn không thích lắm,NEUTRAL,3
quần thì đẹp mà hơi ngắn mình 1m63 mặc trên mắt cá gần gang tay cửa hàng cực yêu và giao hàng cực nhanh mình thjk,POSITIVE,5
chất lượng sản phẩm phù hợp với giá thành,POSITIVE,5
đệm kính bóng nhiều mùi keo hơi keo đeo vào cay mắt,NEUTRAL,3
màu lên chuẩn chất lượng sản phẩm tuyệt vời,POSITIVE,5
tin tuỏng,POSITIVE,5
giao hàng nhanh đóng gói cẩn thận,POSITIVE,4
chất lượng tệ,NEGATIVE,2
cửa hàng phục vụ rất tốt chất lượng so với giá thì ổn,POSITIVE,5
cửa hàng quên giao sản phẩm na,NEUTRAL,3
hy vọng bền,NEGATIVE,2
với hộp giày bị bẹp,NEGATIVE,1
thời gian giao hàng rất nhanh chỉ có ngày rep tin người nhanh nữa,POSITIVE,5
rách thấy mút ở trong,NEGATIVE,1
hàng lỗi,NEGATIVE,2
áo chật so với tưởng tượng chất lượng sản phẩm tạm được,NEGATIVE,2
váy đẹp lắm mà giá như vậy là quá rẻ chất lượng sản phẩm tuyệt vời,POSITIVE,5
áo bị rách tay chất lượng sản phẩm rất kém,NEGATIVE,1
vải mềm đường may ổn,POSITIVE,4
đăng là hàng nhập hồng kong mà tệ ơi là tệ,NEGATIVE,1
tìm màu đen nhưng không có nên hơi buồn,POSITIVE,4
chủ cửa hàng gửi hàng nhanh ưng lắm,POSITIVE,4
mình đã nhận được hàng,POSITIVE,4
áo đẹp chất mỏng vừa với giá tiền,POSITIVE,5
chất lượng sản phẩm tạm được túi mỏng đựng rác phải túi,NEUTRAL,3
sẽ ủng hộ cửa hàng lần sau,POSITIVE,5
khác hoàn toàn ảnh,NEGATIVE,1
cửa hàng gói hàng cẩn thận lại nhé ai hơi nhăn thời gian giao hàng rất nhanh,POSITIVE,5
phần túi không có đồ đóng lại nên không yên tâm để đồ lắm,NEGATIVE,2
may là đặt chiếc cửa hàng người có tâm là chỉ gửi cho chiếc,NEUTRAL,3
rất đáng tiền mua,POSITIVE,5
không giống trong mẫu,POSITIVE,4
chất lượng sản phẩm tuyệt vời quá đẹp so với giá tiền,POSITIVE,5
chỉ thừa khá nhiều dáng váy thùng thình bạn nào thích mặc dấu quần style cực rộng thì nên mua ạ,NEUTRAL,3
tam được,NEUTRAL,3
chất lượng sản phẩm tuyệt vời rất đáng tiền cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền phân loại đen,POSITIVE,5
áo may tuột đường chỉ từa lưa dơ nữa chứ,NEUTRAL,3
tuy nhiên váy sẽ hợp với bạn nào mi nhon xíu nhé,NEUTRAL,3
chất áo rất thíc chất lượng sản phẩm tuyệt vời,NEUTRAL,3
nhiều nh lấp lánh màu lên ưng ạ,NEUTRAL,3
nhẹ,POSITIVE,5
đặt ghn mà nội thành tận ngày mới nhận được hàng,POSITIVE,4
mình cao m50 40 kg mặc hơi rộng xíu đẹp,POSITIVE,5
cửa hàng phục vụ rất kém cửa hàng phục vụ rất kém,NEGATIVE,2
lần trước em mình mua chất khác nó giới thiệu mới mua nhận được thất vọng,NEGATIVE,1
hàng bị lỗi,NEGATIVE,1
cửa hàng rất tuyệt,POSITIVE,5
tuy là hàng order phải chờ nhưng người đág với thời gian để chờ đợi lắm nhé các bn,POSITIVE,5
không hài lòng về sản phẩm sản phẩm rất hôi giặt mãi không hết được nói chung không sử dụng được,NEGATIVE,1
áo rất đẹp rất đáng tiền bõ công chờ lâu cảm ơn cửa hàng,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng nhanh,POSITIVE,5
cửa hàng giao hàng nhanh như một cơn gió hihi,POSITIVE,5
không hiểu cửa hàng cho check hàng trc khi gửi không,NEGATIVE,1
mất tiền mua cái giẻ lau,NEGATIVE,1
san pha không giong hi nh chat luong kem,NEGATIVE,1
check mã code không ra nên giờ đang băn khoăn không biết thật giả ntn,NEUTRAL,3
xe giống hình luôn,POSITIVE,5
áo đẹp lắm ạ thích ơi là thích í,POSITIVE,5
giao hàng nhanh chủ cửa hàng nhiệt tình áo giống hình,POSITIVE,5
son đẹp nhé,POSITIVE,4
đầu tiên hơi lo nhưng giờ cực kì tin tưởng ạ,POSITIVE,5
chất lượng sản phẩm tốt nhưng hơi bị chật rồi cửa hàng,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
size xl mà nhỏ 53 kg đổ lại thôi,POSITIVE,5
hàng đẹp hơi mỏng phù hợp với giá tiền,POSITIVE,4
cửa hàng đáng tin cậy,POSITIVE,5
rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời nhưng ma tiên sip măc qua giao hang tiêt kiêm cho khach hang co thây tiênt kiem ti nao cửa hàng,POSITIVE,4
vải lanh kp vải thô nhưng so với giá tiền là phù hợp,POSITIVE,5
đặt đen giao xanh rêu,NEGATIVE,1
chất áo dày dặn đẹp nhug nó là phom xuông dài những ai m50 nhu mình nếu thích mặc phom bt thì sẽ hơi dài nhé nhưng chất lượng tốt đóng gói cẩn thận còn có quà kèm theo thư viết tay đặc biệt chủ cửa hàng tư vấn rất nhiệt tình nc thân thiện,POSITIVE,5
đẹp lắm,POSITIVE,5
vải hình,POSITIVE,5
chất lượng sản phẩm tuyệt vời cực yêu cửa hàng luôn,NEGATIVE,1
chất lượng sản phẩm kém không giống trong hình,NEGATIVE,2
tốt dịch vụ rất tốt dù thời gian giao hàng còn chậm nhưng người tạm ổn,NEGATIVE,1
thời gian giao hàng rất nhanh lại được tặng thêm cái kẹp tóc với tấm thiệp rất xinh nữa,POSITIVE,5
chất luợng sản phẩm tốt,POSITIVE,5
bán hàng vớ vẩn,NEGATIVE,1
nhưng sai 38 lần này bé quá không mặc được,NEUTRAL,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền,POSITIVE,5
hàng đẹp so voi giá tiền vậy là ổn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,POSITIVE,5
áo kiểu dáng như hình chất vải hơi xấu mua người được,POSITIVE,5
vì rẻ nên không mong chờ lắm nhưg chất vải lm mình bất ngờ vì rất đẹp,POSITIVE,5
mọi thứ điều tốt,POSITIVE,5
dép đẹp chắc chắn,POSITIVE,5
áo đẹp lắm lắm ạ,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
hàng đẹp chất lượng khỏi phải bàn luôn,POSITIVE,5
túi xinh cực kì,POSITIVE,5
giao đúng mẫu đúng size hàng giống hình nhìn xin lắm con gái mình tuổi teen rất thích cho cửa hàng 10 sao luôn sẽ giới thiệu cho mấy người mua hàng nữa,POSITIVE,5
size thì không đúng theo yêu cầu,NEUTRAL,3
vải không đẹp,NEGATIVE,2
áo chất siêu đẹp so với giá thích cả màu xanh coban mà lúc mua hết mất thời gian giao hàng rất nhanh,POSITIVE,5
áo ổn cửa hàng giao sai màu nhưng chỉ nói do nv xếp nhầm mà không xin lỗi hay bảo khách thông cảm,POSITIVE,4
giao thiếu cho mình nên chẳng biết nó ra sao,NEUTRAL,3
mua tặng bạn gái mà nó thích quá trời,POSITIVE,5
áo ngắn hơn so với mẫu mặc nhiều lắmm,NEUTRAL,3
đồng hồ về kiểu dáng đẹp và san trọng nhưng nó chạy giờ lúc trận lúc nhanh lúc thi bị đơ không chạy tí nào way shoppi,NEUTRAL,3
có điều mình lấy màu nâu và đỏ thì cửa hàng lại giao cho mình thành cái màu đỏ,POSITIVE,4
chất mát,NEUTRAL,3
mỗi tội áo quá mỏng ngực vừa nhưng mặc thấy lỏng lẻo,POSITIVE,4
váy bị rách,NEGATIVE,1
thời gian giao hàng nhanh nhưng mình thấy màu đen thì sẽ đẹp hơn màu be ở ngoài không sáng như trong hình,NEUTRAL,3
chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém,NEGATIVE,1
chất áo xấu áo không giống hình không đáng tiền,NEGATIVE,1
vải oki lắm giá tốt,POSITIVE,4
ao nhi kinh thâ may thi sơ xa,NEGATIVE,1
nhìn rẻ tiền vải đểu,NEGATIVE,1
nhờ con gấu bông này của cửa hàng mà em đã tỏ tình thành công với crush rồi ạ,POSITIVE,5
gói hàng người xinh,POSITIVE,5
giao hang nhanh chất lượng,POSITIVE,5
quá chuẩn luôn ạ,POSITIVE,5
chất áo thì người tạm được,POSITIVE,5
đi không êm chân bằng bitis hunter luôn,NEUTRAL,3
tuy áo màu nude cửa hàng giao nhầm sang áo cổ thuyền không phải cổ tròn nhưng vẫn đẹp nhé,POSITIVE,4
giao đủ số lượng mà mình đã đặt hàng có một số lỗi nhỏ làm mình hiểu nhầm nhưng khi phản hồi thì đã được cửa hàng reply rất nhiệt tình thái độ rất ổn,POSITIVE,5
đáng yêu ghê luôn,POSITIVE,5
ao chất lượng sản phẩm tuyệt vời nhưng mà hơi rộng chút,POSITIVE,4
đẹp ạ,POSITIVE,5
cửa hàng làm ăn uy tín,POSITIVE,4
yêu,POSITIVE,5
sản phẩm không như mong đợi người không giống như cửa hàng quảng cáo,NEGATIVE,1
ổn đẹp doa cửa hàng,NEUTRAL,3
giao hàng rất nhanh đặt đã có hàng mặc dù ở rất xa,POSITIVE,5
chất lượng sản phẩm tuyệt vời mềm mịn,NEGATIVE,2
mình đã nhận được hàng và rất hài lòng cảm ơn cửa hàng rất nhiều chất lượng tuyệt vời giá thì rẻ nữa,POSITIVE,5
đẹp lắm cửa hàng ạ,NEUTRAL,3
form nhỏ hơn form thường khoảng size,POSITIVE,4
chất lượng sản phẩm tuyệt vời vải đẹp,POSITIVE,5
gắn vào test chưa có lỗi gì,POSITIVE,4
bà chủ cute hàng thì chất lượng,POSITIVE,5
trừ vì son không lì nhen,POSITIVE,4
màu son đẹp,POSITIVE,5
vải khá mỏng nhưng thời gian giao hàng rất nhanh,POSITIVE,5
không uổng công mua hàng,POSITIVE,4
chưa nhận được thi trong mong nhận được thất vọng,NEUTRAL,3
mặc thử thấy rất nhẹ và mát,POSITIVE,5
mình thấy rất ưng,POSITIVE,5
quá tồi tệ,POSITIVE,5
tàm tạm chất lượng sản phẩm tuyệt vời,POSITIVE,5
nhưng áo này loại hay nhiều size hay sao mà giao mình cái thì cái xanh vừa rộng rãi cái hồng chật,POSITIVE,4
áo đẹp ạ,POSITIVE,5
giày nhỏ hơn size,NEUTRAL,3
nhưng form rộng và dài,NEUTRAL,3
mọi người hãy tin tưởng và mua dùng,POSITIVE,5
truyện nhẹ,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ao dep lm sop oi ung ho sop tip chu sop de thuong,POSITIVE,5
chất lượng sản phẩm tốt giày đi không chắc chân,POSITIVE,4
chất lượng sản phẩm rất kém chất lượng sản phẩm rất kémchất lượng sản phẩm rất kém mặc đúng một lẫn từ sáng tới tối thì thấy áo rách nách cả hai bên chỉ bung sạch,NEGATIVE,1
chất lượng vải rất ổn,POSITIVE,5
vải đẹp nhưng màu không giống với hình,NEUTRAL,3
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh mặc dù sản phẩm gửi từ bên nước ngoài cho cửa hàng sao,POSITIVE,5
ben ngoai không được dep nhu hinh,POSITIVE,4
vải hơi mỏng giá cả hợp lý,NEUTRAL,3
mình mua cây luôn vì màu đẹp nhưng chất son không thực sự ổn,NEUTRAL,3
giao hàng nhanh và cửa hàng phục vụ rất tốt,POSITIVE,5
giờ quăng cái áo uổng tiền,NEGATIVE,1
trong khi mình chủ yếu mắc size,NEUTRAL,3
ưng lắm,POSITIVE,5
mình khoác lên chụp vội thôi,NEGATIVE,2
giày ổn đóng gói hơi ẩu mang vào chân thì không đẹp lắm,NEUTRAL,3
đẹp lắm ạaa,POSITIVE,5
thời gian giao hàng nhanh thời gian giao hàng nhanh,POSITIVE,5
máy trầy nhìu,NEGATIVE,2
áo mặc xinh,POSITIVE,5
mát và dễ ủi,POSITIVE,5
áo xinh chất mịn cảm ơn cửa hàng nhé,POSITIVE,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền cửa hàng phục vụ rất tốt,POSITIVE,5
hình ảnh rõ nét,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian lâu hàng hơi lâu,POSITIVE,5
chất lượng sách tốt,POSITIVE,5
chất lượng sản phẩm tuyệt vờishop còn dễ thương tạng sin gum,POSITIVE,5
đáng tiền chất đẹp áo ảnh gói hàng cẩn thân,POSITIVE,5
form khá ổn lót giày và phần upper khá mỏng nhưng phù hợp với mức giá,POSITIVE,5
cửa hàng không bỏ quần vào bọc riêng,NEGATIVE,2
áo vải cực mịn,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn nhưng áo này mag mùa đông không thíhc hợp cho lắm,POSITIVE,4
đã liên hệ với cửa hàng nhưng không hồi âm,NEUTRAL,3
sẽ tiếp tục ủng hộ cửa hàng dài dài nhé,POSITIVE,5
quần đẹp hình,POSITIVE,4
vải được,POSITIVE,5
cửa hàng phục vụ rất tốt nhiệt tình dễ mến,POSITIVE,5
không giống hình quần thì nhăn nheo,NEGATIVE,1
chỉ ở cổ hơi xước,NEUTRAL,3
áo mịn đẹp rất ưng,POSITIVE,5
cảm ơn cửa hàng,POSITIVE,5
quá ưng hii,POSITIVE,5
xinh ạ,POSITIVE,5
chất lương sản phẩm kém bỏ tiền ra mua máy mới mà nhận đk máy đã phát sinh cả cuộc gọi lại còn không có cả sạc pin,NEGATIVE,1
son hơi dày và dễ dịch chuyển trên môi và người khô lại khá lâu,NEUTRAL,3
không bõ công chờ hàng,POSITIVE,4
không nên mua,NEGATIVE,1
hàng đẹp hình nhưng thời gian nhận hàng quá lâu,NEUTRAL,3
vô cùng hối hận thật sự cảm thấy tiếc tiếc vì không bik được cửa hàng sớm hơn,POSITIVE,5
thời gian giao hàng vẫn chưa được nhanh chóng,NEUTRAL,3
áo thun màu không giống như hình sọc đỏ đen,NEGATIVE,2
form rộng,POSITIVE,4
giao ha người châ qua,NEUTRAL,3
cửa hàng phục vụ rất tốt mọi người an tâm mua nhé cảm ơn cửa hàng nhiều,POSITIVE,5
sản phẩm vãi hơi momgr và hơi dơ,NEUTRAL,3
55kg mặc vừa ôm không rộng như form rộng,POSITIVE,4
đáng tiền cbi hàng hơi lâu,POSITIVE,4
mặc ổn ak,POSITIVE,5
mic quá nhậy bà chuẩn,POSITIVE,4
bị rách một xíu đó đóng gói sản phẩm rất kém giá cả chấp nhận được,NEGATIVE,2
oki ak,POSITIVE,5
lầm đầu tiên mua hàng trên mạng mà quá ưng với giá,POSITIVE,4
chất lượng sản phẩm tuyệt vời,POSITIVE,5
giao cổ tim cổ tròn,POSITIVE,5
tế vấn hơi hời hợt,NEUTRAL,3
đai thắt lưng không giống như trong hình,NEGATIVE,2
va xâ cư người di nh đen không giă được nt cửa hàng không tra lơ giao hàng cao bă người tiê mua anh,NEGATIVE,1
hợp túi tiền sản phẩm đẹp chất lượng rất tốt,POSITIVE,5
tất đi nhẹ chân không giống hình nhưng mình thích mẫu đã nhận được hơn là mẫu trong ảnh,POSITIVE,5
ahihi mua hoài mua mãi đồ vừa rẻ vừa đẹp chị chủ dễ cưng,POSITIVE,5
vải bị mỏng nhưng mặc mát mềm,POSITIVE,5
đóng gói cẩn thận nhưng không check được mã vạch,NEUTRAL,3
chẳng còn nhớ là lần thứ bao nhiêu mua áo của chị,POSITIVE,5
đóng gói chắc chắn không làm hư hỏng sản phẩm,POSITIVE,5
bao vận chuyển,NEUTRAL,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
bị bung chỉ nhiều,NEGATIVE,1
có thể đối với số bạn chảo hơi mỏng nhưng với giá bán như vậy là ổn rồi,POSITIVE,4
